customer_key,customer_id,email,first_name,last_name,full_name,phone,city,state,postcode,loyalty_number,registration_date,customer_segment,is_active,effective_date,expiry_date,is_current,created_timestamp
CK_CU000048,CU000048,sophia.martinez48@email.com,Sophia,Martinez,Sophia Martinez,425542363,Perth,,,RW00000048,2024-12-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000049,CU000049,william.rodriguez49@email.com,William,Rodriguez,William Rodriguez,441106634,Sydney,,,RW00000049,2024-05-09,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000050,CU000050,emma.martinez50@email.com,Emma,Martinez,Emma Martinez,438656601,Adelaide,,,RW00000050,2022-12-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000051,CU000051,william.rodriguez51@email.com,William,Rodriguez,William Rodriguez,444916157,Melbourne,,,RW00000051,2022-11-23,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000052,CU000052,emma.smith52@email.com,Emma,Smith,Emma Smith,433593424,Newcastle,,,RW00000052,2023-04-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000053,CU000053,sophia.davis53@email.com,Sophia,Davis,Sophia Davis,452950749,Brisbane,,,RW00000053,2023-11-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000054,CU000054,sophia.davis54@email.com,Sophia,Davis,Sophia Davis,436803635,Adelaide,,,RW00000054,2023-02-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000055,CU000055,jack.brown55@email.com,Jack,Brown,Jack Brown,494691906,Melbourne,,,RW00000055,2023-01-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000056,CU000056,jack.johnson56@email.com,Jack,Johnson,Jack Johnson,452661854,Wollongong,,,RW00000056,2024-01-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000057,CU000057,isabella.jones57@email.com,Isabella,Jones,Isabella Jones,471264291,Newcastle,,,RW00000057,2024-06-03,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000058,CU000058,sophia.smith58@email.com,Sophia,Smith,Sophia Smith,420690748,Perth,,,RW00000058,2024-09-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000059,CU000059,sophia.brown59@email.com,Sophia,Brown,Sophia Brown,423000517,Melbourne,,,RW00000059,2023-03-23,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000060,CU000060,thomas.rodriguez60@email.com,Thomas,Rodriguez,Thomas Rodriguez,498752348,Melbourne,,,RW00000060,2023-04-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000061,CU000061,sophia.jones61@email.com,Sophia,Jones,Sophia Jones,466498369,Newcastle,,,RW00000061,2023-10-03,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000062,CU000062,thomas.brown62@email.com,Thomas,Brown,Thomas Brown,452779885,Adelaide,,,RW00000062,2025-07-01,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000063,CU000063,oliver.martinez63@email.com,Oliver,Martinez,Oliver Martinez,494691582,Wollongong,,,RW00000063,2024-05-03,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000064,CU000064,james.brown64@email.com,James,Brown,James Brown,480582743,Wollongong,,,RW00000064,2025-08-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000065,CU000065,jack.garcia65@email.com,Jack,Garcia,Jack Garcia,445721612,Wollongong,,,RW00000065,2024-03-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000066,CU000066,charlotte.davis66@email.com,Charlotte,Davis,Charlotte Davis,475642724,Brisbane,,,RW00000066,2025-07-05,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000067,CU000067,sophia.brown67@email.com,Sophia,Brown,Sophia Brown,464136874,Wollongong,,,RW00000067,2023-04-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000068,CU000068,william.rodriguez68@email.com,William,Rodriguez,William Rodriguez,489185000,Newcastle,,,RW00000068,2022-10-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000069,CU000069,james.johnson69@email.com,James,Johnson,James Johnson,429633955,Adelaide,,,RW00000069,2024-09-10,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000070,CU000070,thomas.jones70@email.com,Thomas,Jones,Thomas Jones,416035659,Wollongong,,,RW00000070,2024-05-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000071,CU000071,charlotte.jones71@email.com,Charlotte,Jones,Charlotte Jones,479164472,Perth,,,RW00000071,2023-09-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000072,CU000072,ava.williams72@email.com,Ava,Williams,Ava Williams,415512207,Adelaide,,,RW00000072,2023-02-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000073,CU000073,sophia.miller73@email.com,Sophia,Miller,Sophia Miller,445219971,Melbourne,,,RW00000073,2023-09-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000074,CU000074,isabella.jones74@email.com,Isabella,Jones,Isabella Jones,469144542,Brisbane,,,RW00000074,2025-08-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000075,CU000075,emma.davis75@email.com,Emma,Davis,Emma Davis,441575678,Brisbane,,,RW00000075,2023-01-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000076,CU000076,emma.martinez76@email.com,Emma,Martinez,Emma Martinez,484440133,Canberra,,,RW00000076,2024-04-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000077,CU000077,james.davis77@email.com,James,Davis,James Davis,491557065,Perth,,,RW00000077,2025-07-27,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000078,CU000078,oliver.smith78@email.com,Oliver,Smith,Oliver Smith,438409599,Canberra,,,RW00000078,2024-05-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000079,CU000079,ava.jones79@email.com,Ava,Jones,Ava Jones,439674713,Melbourne,,,RW00000079,2024-08-13,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000080,CU000080,emma.jones80@email.com,Emma,Jones,Emma Jones,477843803,Adelaide,,,RW00000080,2024-02-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000081,CU000081,oliver.garcia81@email.com,Oliver,Garcia,Oliver Garcia,451190534,Wollongong,,,RW00000081,2024-11-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000082,CU000082,sophia.jones82@email.com,Sophia,Jones,Sophia Jones,488238241,Perth,,,RW00000082,2023-09-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000083,CU000083,jack.smith83@email.com,Jack,Smith,Jack Smith,410207152,Perth,,,RW00000083,2023-06-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000084,CU000084,thomas.davis84@email.com,Thomas,Davis,Thomas Davis,476942808,Canberra,,,RW00000084,2024-01-02,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000085,CU000085,sophia.smith85@email.com,Sophia,Smith,Sophia Smith,459250378,Adelaide,,,RW00000085,2023-05-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000086,CU000086,sophia.rodriguez86@email.com,Sophia,Rodriguez,Sophia Rodriguez,480295450,Brisbane,,,RW00000086,2025-03-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000087,CU000087,oliver.garcia87@email.com,Oliver,Garcia,Oliver Garcia,477653654,Melbourne,,,RW00000087,2024-05-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000088,CU000088,isabella.brown88@email.com,Isabella,Brown,Isabella Brown,463825642,Newcastle,,,RW00000088,2025-06-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000089,CU000089,emma.smith89@email.com,Emma,Smith,Emma Smith,424970701,Sydney,,,RW00000089,2024-08-23,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000090,CU000090,charlotte.brown90@email.com,Charlotte,Brown,Charlotte Brown,468243256,Sydney,,,RW00000090,2025-01-02,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000091,CU000091,ava.davis91@email.com,Ava,Davis,Ava Davis,496694614,Newcastle,,,RW00000091,2023-07-31,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000092,CU000092,charlotte.smith92@email.com,Charlotte,Smith,Charlotte Smith,425743427,Wollongong,,,RW00000092,2023-05-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000093,CU000093,ava.johnson93@email.com,Ava,Johnson,Ava Johnson,496777436,Adelaide,,,RW00000093,2025-01-31,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000094,CU000094,william.williams94@email.com,William,Williams,William Williams,457815562,Perth,,,RW00000094,2024-03-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000095,CU000095,isabella.miller95@email.com,Isabella,Miller,Isabella Miller,451843123,Sydney,,,RW00000095,2024-06-13,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000096,CU000096,james.davis96@email.com,James,Davis,James Davis,413924240,Adelaide,,,RW00000096,2024-02-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000097,CU000097,oliver.rodriguez97@email.com,Oliver,Rodriguez,Oliver Rodriguez,450032435,Perth,,,RW00000097,2023-04-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000098,CU000098,thomas.williams98@email.com,Thomas,Williams,Thomas Williams,419809361,Sydney,,,RW00000098,2023-06-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000099,CU000099,jack.miller99@email.com,Jack,Miller,Jack Miller,456198749,Brisbane,,,RW00000099,2023-09-03,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000100,CU000100,oliver.garcia100@email.com,Oliver,Garcia,Oliver Garcia,458558188,Melbourne,,,RW00000100,2024-12-06,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000101,CU000101,charlotte.martinez101@email.com,Charlotte,Martinez,Charlotte Martinez,496675250,Sydney,,,RW00000101,2022-10-08,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000102,CU000102,thomas.rodriguez102@email.com,Thomas,Rodriguez,Thomas Rodriguez,462766237,Perth,,,RW00000102,2023-04-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000103,CU000103,james.jones103@email.com,James,Jones,James Jones,485853368,Newcastle,,,RW00000103,2025-03-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000104,CU000104,isabella.davis104@email.com,Isabella,Davis,Isabella Davis,481782401,Canberra,,,RW00000104,2023-12-13,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000105,CU000105,ava.miller105@email.com,Ava,Miller,Ava Miller,417115798,Sydney,,,RW00000105,2023-09-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000106,CU000106,jack.johnson106@email.com,Jack,Johnson,Jack Johnson,496322603,Sydney,,,RW00000106,2024-10-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000107,CU000107,sophia.jones107@email.com,Sophia,Jones,Sophia Jones,471484948,Wollongong,,,RW00000107,2025-09-05,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000108,CU000108,emma.smith108@email.com,Emma,Smith,Emma Smith,486646827,Melbourne,,,RW00000108,2023-02-12,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000109,CU000109,william.brown109@email.com,William,Brown,William Brown,497844383,Wollongong,,,RW00000109,2025-04-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000110,CU000110,charlotte.rodriguez110@email.com,Charlotte,Rodriguez,Charlotte Rodriguez,449691536,Brisbane,,,RW00000110,2023-04-30,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000111,CU000111,oliver.brown111@email.com,Oliver,Brown,Oliver Brown,430807237,Sydney,,,RW00000111,2024-07-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000112,CU000112,sophia.brown112@email.com,Sophia,Brown,Sophia Brown,456060759,Sydney,,,RW00000112,2022-10-13,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000113,CU000113,james.martinez113@email.com,James,Martinez,James Martinez,486315432,Perth,,,RW00000113,2025-01-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000114,CU000114,charlotte.martinez114@email.com,Charlotte,Martinez,Charlotte Martinez,467575864,Wollongong,,,RW00000114,2024-01-05,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000115,CU000115,james.martinez115@email.com,James,Martinez,James Martinez,414097200,Adelaide,,,RW00000115,2025-04-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000116,CU000116,jack.davis116@email.com,Jack,Davis,Jack Davis,417588465,Wollongong,,,RW00000116,2024-01-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000117,CU000117,james.brown117@email.com,James,Brown,James Brown,474340180,Perth,,,RW00000117,2023-03-30,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000118,CU000118,oliver.jones118@email.com,Oliver,Jones,Oliver Jones,417541495,Newcastle,,,RW00000118,2024-12-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000119,CU000119,ava.johnson119@email.com,Ava,Johnson,Ava Johnson,482220046,Adelaide,,,RW00000119,2023-09-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000120,CU000120,james.smith120@email.com,James,Smith,James Smith,437873361,Wollongong,,,RW00000120,2023-07-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000121,CU000121,thomas.davis121@email.com,Thomas,Davis,Thomas Davis,481656809,Newcastle,,,RW00000121,2023-12-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000122,CU000122,ava.garcia122@email.com,Ava,Garcia,Ava Garcia,454728424,Wollongong,,,RW00000122,2024-12-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000123,CU000123,charlotte.williams123@email.com,Charlotte,Williams,Charlotte Williams,442035589,Brisbane,,,RW00000123,2023-02-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000124,CU000124,emma.garcia124@email.com,Emma,Garcia,Emma Garcia,410286821,Brisbane,,,RW00000124,2024-11-02,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000125,CU000125,oliver.johnson125@email.com,Oliver,Johnson,Oliver Johnson,477589070,Perth,,,RW00000125,2024-08-06,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000126,CU000126,james.brown126@email.com,James,Brown,James Brown,448920902,Canberra,,,RW00000126,2023-07-27,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000127,CU000127,isabella.davis127@email.com,Isabella,Davis,Isabella Davis,460214103,Melbourne,,,RW00000127,2023-11-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000128,CU000128,emma.garcia128@email.com,Emma,Garcia,Emma Garcia,453453287,Newcastle,,,RW00000128,2023-08-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000129,CU000129,charlotte.jones129@email.com,Charlotte,Jones,Charlotte Jones,448925599,Newcastle,,,RW00000129,2024-10-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000130,CU000130,ava.smith130@email.com,Ava,Smith,Ava Smith,464802330,Adelaide,,,RW00000130,2023-04-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000131,CU000131,ava.jones131@email.com,Ava,Jones,Ava Jones,499336525,Newcastle,,,RW00000131,2023-02-02,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000132,CU000132,oliver.brown132@email.com,Oliver,Brown,Oliver Brown,485053516,Perth,,,RW00000132,2023-01-10,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000133,CU000133,jack.miller133@email.com,Jack,Miller,Jack Miller,422988208,Newcastle,,,RW00000133,2024-10-10,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000134,CU000134,sophia.garcia134@email.com,Sophia,Garcia,Sophia Garcia,452643713,Canberra,,,RW00000134,2023-12-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000135,CU000135,emma.johnson135@email.com,Emma,Johnson,Emma Johnson,419859580,Newcastle,,,RW00000135,2023-01-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000136,CU000136,isabella.brown136@email.com,Isabella,Brown,Isabella Brown,417570961,Melbourne,,,RW00000136,2024-04-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
